"Empresa","Geo.region","Porcentaje.de.cacao","Localizacion","Calificacion","Tipo.de.frijol"
207,496,0.7,55,3.75,8
208,288,0.72,34,2,22
209,495,0.6,55,3,31
210,851,0.72,55,2.5,31
210,675,0.72,55,2.75,31
210,96,0.72,55,3,31
210,823,0.72,55,3.25,31
210,96,0.9,55,3.25,31
210,339,0.72,55,3.25,31
210,812,0.72,55,3.25,31
211,459,0.7,55,3.25,31
211,591,0.7,55,2.75,24
211,531,0.7,55,3.75,8
211,78,0.7,55,3.75,19
212,967,0.725,55,2.5,19
212,418,0.725,55,3,19
212,321,0.725,55,2.5,31
212,547,0.725,55,3,31
213,730,0.74,55,3.25,31
213,129,0.7,55,4,32
213,203,0.68,55,3.75,31
213,790,0.74,55,3.75,8
213,383,0.75,55,3.25,31
213,299,0.74,55,3.75,8
213,982,0.71,55,3,8
213,547,0.64,55,3.5,31
213,125,0.68,55,3,31
214,541,0.7,30,2.25,35
214,542,0.7,30,2.5,35
214,961,0.7,30,3,8
214,100,0.7,30,3,35
215,274,0.74,18,2.75,31
215,936,0.6,18,3.25,31
215,7,0.56,18,3.25,31
215,521,0.66,18,3.5,14
215,383,0.68,18,3.5,31
215,23,0.68,18,3.25,19
215,766,0.69,18,3.5,14
215,480,0.6,18,3,8
215,701,0.6,18,3.75,8
215,273,0.74,18,3.5,5
216,740,0.72,38,2.5,31
217,990,0.6,15,3.25,31
218,552,0.75,18,2.75,31
218,987,0.75,18,2.75,31
218,276,0.75,18,3,8
218,736,0.75,18,3.25,31
218,441,0.75,18,3,8
218,861,0.75,18,3.5,19
218,76,0.75,18,3.25,31
218,506,0.75,18,3.75,31
218,275,0.7,18,2.75,31
218,951,0.68,18,2.75,31
219,185,0.7,7,3.5,23
220,914,0.75,55,2.5,31
221,815,0.8,55,3.5,31
221,168,0.75,55,3,31
221,797,0.75,55,3,31
221,115,0.72,55,3,8
222,489,0.7,55,3.5,24
222,614,0.7,55,3.25,31
222,517,0.7,55,3.25,31
222,110,0.7,55,3.25,31
222,850,0.7,55,3.5,31
222,839,0.7,55,3,8
222,495,0.7,55,3.25,31
222,470,0.7,55,3.5,24
222,594,0.7,55,3.5,24
223,821,0.71,17,3.5,8
224,547,0.7,17,3,31
225,728,0.65,55,3.5,8
225,127,0.68,55,3.5,8
225,497,0.68,55,3.75,31
225,787,0.75,55,2.75,8
225,928,0.74,55,3,31
225,1003,0.68,55,3.5,8
226,350,0.85,53,3,8
227,785,0.65,42,2.5,31
228,407,0.7,55,3.75,8
228,406,0.65,55,3.25,31
228,406,0.75,55,3.75,31
228,697,0.71,55,3,31
228,696,0.72,55,3,31
228,414,0.7,55,3.5,24
229,655,0.75,55,2,31
230,865,0.46,10,2.75,8
230,545,0.6,10,3,31
230,628,0.58,10,3,31
230,857,0.65,10,3.5,31
231,730,0.7,38,1.5,21
231,730,0.55,38,2.25,31
232,547,0.67,32,3.5,31
232,547,0.7,32,3.75,31
232,547,0.63,32,4,31
232,547,0.75,32,3.5,31
233,388,0.73,55,3.5,31
233,785,0.7,55,2.75,31
233,129,0.7,55,3.5,19
233,200,0.7,55,2.75,31
233,1009,0.7,55,2.75,31
233,409,0.7,55,3.25,31
233,270,0.7,55,3.25,8
233,463,0.7,55,3.5,31
233,299,0.7,55,2.5,8
233,970,0.7,55,2.75,31
233,196,0.72,55,2.75,31
234,10,0.75,29,2,21
234,321,0.7,29,3,24
234,275,0.7,29,3.25,8
234,858,0.7,29,3.75,6
235,321,0.7,29,2,31
236,822,0.75,32,2.75,31
236,640,0.73,32,3.5,31
237,293,0.65,39,3.5,31
238,673,0.55,55,3.5,31
238,672,0.55,55,2.75,5
239,203,0.7,52,3,8
240,321,0.74,55,2.5,8
240,730,0.74,55,2.5,8
240,982,0.74,55,2.75,31
240,237,0.74,55,3.75,8
241,229,0.7,10,2.75,31
242,596,0.72,55,3.5,31
242,261,0.72,55,3.75,31
242,992,0.72,55,3.75,31
242,518,0.72,55,3.25,31
242,410,0.72,55,2.75,31
242,747,0.72,55,3,31
242,674,0.72,55,3.25,31
243,455,0.7,40,3.75,8
243,730,0.7,40,3.5,17
243,760,0.7,40,3.75,8
243,474,0.85,40,3.5,19
243,379,0.7,40,3.25,31
243,381,0.7,40,3.5,19
243,380,0.7,40,3.25,31
244,109,0.75,55,3.25,31
244,813,0.7,55,3.5,17
244,588,0.62,55,3.5,24
244,321,0.7,55,3.5,31
244,849,0.7,55,2.75,31
244,3,0.7,55,3.5,17
244,963,0.68,55,3.5,8
244,229,0.75,55,2.75,8
244,461,0.72,55,3,31
244,512,0.78,55,3.5,31
245,747,0.7,38,3,8
245,279,0.7,38,2.75,31
245,851,0.7,38,3,8
246,141,0.75,8,3.25,31
247,911,0.85,57,3.25,31
247,105,0.68,57,3.5,31
247,286,0.7,57,3.75,31
247,912,0.75,57,3.5,31
247,68,0.76,57,3.5,31
247,312,0.72,57,3.5,31
247,934,0.7,57,3.5,31
247,105,0.78,57,3.5,31
247,930,0.8,57,3,31
247,505,0.74,57,3.5,31
248,605,0.65,55,3,31
248,440,0.65,55,3,31
248,658,0.65,55,3.25,31
248,371,0.65,55,3.5,19
249,299,0.74,55,2.25,31
249,299,0.89,55,2.5,31
250,27,0.76,4,2.75,31
250,746,0.82,4,3,8
250,957,0.74,4,3.25,31
251,399,0.76,55,3,31
251,914,0.74,55,3.25,31
251,359,0.75,55,3.75,5
251,871,0.73,55,3.5,5
251,547,0.72,55,2.5,31
251,203,0.73,55,2.75,31
251,134,0.72,55,3.5,17
251,215,0.76,55,3,31
251,211,0.7,55,3,31
251,213,0.81,55,2.75,31
251,629,0.7,55,3.5,31
251,720,0.71,55,2.75,8
251,851,0.75,55,3,8
251,237,0.73,55,3.25,31
251,493,0.74,55,3.75,8
251,724,0.81,55,2.75,8
251,680,0.75,55,3,8
251,307,0.7,55,3.25,31
252,563,0.72,3,3.5,31
252,888,0.68,3,4,31
252,478,0.74,3,4,31
252,115,0.7,3,3.75,31
253,609,0.7,55,3.25,31
253,339,0.7,55,3.25,31
253,958,0.82,55,3.25,8
253,643,0.63,55,3.5,8
254,418,0.72,55,3,31
255,125,0.7,55,2.5,8
255,982,0.7,55,2.75,31
255,96,0.7,55,3,31
255,657,0.7,55,3,31
255,299,0.7,55,3.5,31
256,547,0.8,32,2.5,31
256,547,0.72,32,2.5,31
257,338,0.8,23,2.75,31
257,338,0.7,23,3,8
257,423,0.8,23,3.25,31
257,423,0.7,23,3.5,17
257,498,0.7,23,3.25,31
257,498,0.8,23,3.5,31
258,355,0.7,52,3,8
258,16,0.72,52,3.5,31
259,889,0.7,1,3.5,31
260,195,0.66,18,3.75,8
260,172,0.66,18,3.5,31
260,988,0.67,18,3.5,19
260,179,0.6,18,2,22
260,180,0.85,18,2,19
260,910,0.7,18,3,19
260,523,0.67,18,4,31
260,566,0.65,18,4,31
260,580,0.64,18,4,31
260,662,0.99,18,2,21
261,609,0.8,55,3.5,31
261,848,0.7,55,3.5,31
261,689,0.75,55,3.75,31
261,726,0.75,55,3.75,31
261,470,0.75,55,3.25,31
261,602,0.7,55,3.5,31
261,492,0.75,55,2.5,31
261,96,0.8,55,3.25,31
261,425,0.65,55,1.5,21
261,27,0.75,55,2,8
261,88,0.7,55,2.5,8
262,321,0.7,55,2.5,24
262,321,0.7,55,3.5,24
263,321,0.67,55,2.75,31
263,321,0.77,55,2.75,17
264,9,0.7,30,3.5,17
265,353,0.75,7,3.75,31
265,79,0.7,7,3.5,25
266,957,0.65,10,2.5,31
267,941,0.73,55,3.25,31
267,938,0.72,55,3,31
267,968,0.67,55,2.75,31
268,492,0.7,55,3,8
268,436,0.7,55,2.75,31
268,730,0.7,55,3.25,31
269,601,0.7,37,2.75,31
269,632,0.7,37,2.75,31
269,704,0.7,37,3.25,31
270,689,0.72,8,3.5,17
271,716,0.7,3,3.25,31
272,565,0.7,15,3.25,31
272,565,0.63,15,3.5,8
272,565,0.85,15,3.5,31
273,655,0.7,55,3.5,17
273,655,0.8,55,3.5,31
274,473,0.68,55,2.75,8
274,690,0.71,55,2.75,8
274,42,0.68,55,2.75,31
274,932,0.8,55,3,31
275,259,0.58,11,2.5,31
275,259,0.7,11,3,8
276,951,0.7,31,3.75,8
276,583,0.78,31,3.75,24
276,383,0.71,31,2.5,31
276,655,0.7,31,3.25,8
276,203,0.75,31,2.75,31
276,93,0.7,31,3,8
277,268,0.85,55,3.5,31
278,730,0.72,55,2.25,31
278,418,0.7,55,2.5,8
278,547,0.735,55,2.5,31
278,363,0.7,55,3.5,19
279,720,0.7,5,2.5,8
279,568,0.67,5,3.75,31
279,288,0.73,5,1,19
279,996,0.73,5,2,19
279,859,0.75,5,2.75,19
279,675,0.71,5,3,8
280,724,0.72,55,2.25,8
280,339,0.72,55,2.75,31
280,43,0.72,55,3,31
280,958,0.72,55,3,8
281,730,0.75,55,2.75,8
281,321,0.75,55,3.5,19
282,363,0.75,55,3,19
282,631,0.75,55,3,31
282,582,0.75,55,3.25,24
283,982,0.7,55,3,8
283,321,0.7,55,3,8
284,491,0.7,37,3,8
284,486,0.75,37,2.75,8
284,786,0.8,37,3.25,24
285,367,0.7,55,3.75,19
285,323,0.7,55,2.75,31
285,160,0.7,55,3,8
285,827,0.7,55,3.5,31
285,492,0.7,55,3.75,8
286,354,0.7,7,3.5,34
287,442,0.7,55,2.5,31
288,714,0.7,9,3.75,8
288,715,0.7,9,3.75,8
289,991,0.7,45,3.75,19
289,747,0.75,45,4,8
290,855,1,36,2.75,8
290,855,0.7,36,3.5,19
290,756,0.66,36,2.75,8
290,758,0.7,36,3,8
290,759,0.88,36,3.25,31
290,757,0.74,36,3.5,8
291,850,0.7,55,2.75,31
291,914,0.7,55,3,8
292,905,0.7,19,3.5,8
293,300,0.72,55,3,31
293,364,0.72,55,3,19
293,289,0.67,55,2.75,31
293,290,0.75,55,3,8
294,182,0.76,8,2,31
294,181,0.76,8,2.75,31
294,181,0.85,8,2.75,31
294,182,0.85,8,3,8
295,363,0.8,20,2.75,19
296,460,0.7,25,3.75,31
296,720,0.7,25,3,8
296,547,0.66,25,3.5,31
297,609,0.74,8,2.75,31
297,492,0.72,8,2.75,31
297,655,0.72,8,2.75,31
297,178,0.72,8,3,31
297,627,0.72,8,3,31
298,719,0.68,53,2.75,8
298,378,0.8,53,3.25,5
298,34,0.66,53,3.75,8
298,284,0.7,53,3,19
298,751,0.75,53,3,8
298,35,0.68,53,3.25,31
299,413,0.6,55,3,8
299,412,0.6,55,3,31
300,730,0.65,38,3,31
300,730,0.72,38,3,31
301,874,0.7,15,4,32
301,362,0.7,15,3.25,31
301,277,0.7,15,3.5,17
301,639,0.7,15,3.75,8
301,913,0.7,15,4,14
301,331,0.85,15,2.75,31
301,747,0.7,15,4,31
301,667,0.7,15,3.5,21
301,346,0.6,15,2.5,21
301,565,0.65,15,2.75,21
301,526,0.72,15,3,21
301,792,1,15,2,21
301,792,0.7,15,3.5,21
302,499,0.7,8,2.75,31
302,612,0.72,8,3,31
302,878,0.7,8,3.25,31
302,850,0.7,8,3.25,31
302,470,0.72,8,3.5,17
302,505,0.72,8,3.75,31
302,30,0.72,8,2.75,31
302,821,0.78,8,3.75,31
302,149,0.75,8,2.75,8
302,318,0.75,8,3.5,5
302,375,0.7,8,3.75,31
303,603,0.76,49,3,8
304,889,0.65,55,3.5,31
305,468,0.7,55,3.25,31
305,502,0.7,55,3.5,19
305,27,0.7,55,3,8
305,689,0.7,55,3.5,31
306,730,0.55,38,2.5,31
306,730,0.7,38,2.75,31
307,875,0.7,55,3.75,5
307,547,0.75,55,4,31
307,547,0.67,55,3.5,31
307,802,0.7,55,3.5,31
307,547,0.7,55,4,31
307,753,0.67,55,4,31
308,558,0.73,54,2.25,31
308,558,0.64,54,2.75,31
309,299,0.82,55,3,8
310,411,0.7,5,3.25,19
310,203,0.75,5,3,8
310,954,0.75,5,3.25,31
310,91,0.78,5,3.75,16
310,737,0.85,5,3,8
310,73,0.72,5,3,19
310,772,0.72,5,3,8
310,138,0.7,5,4,5
310,534,0.72,5,3.75,24
310,835,0.72,5,4,31
310,357,0.85,5,3.5,5
310,774,0.72,5,4,8
310,466,0.72,5,3,8
310,687,0.72,5,4,8
311,993,0.8,55,2.5,31
312,923,0.62,55,2.5,31
312,455,0.8,55,2.75,31
312,220,0.8,55,2.75,17
312,654,0.8,55,2.75,31
312,815,0.8,55,3.25,31
312,16,0.73,55,3.25,31
312,646,0.73,55,2.5,31
312,151,0.73,55,3.25,31
312,150,0.73,55,3.5,31
313,494,0.76,55,2.5,31
313,730,0.82,55,2.75,8
314,694,0.7,55,3.75,8
314,283,0.7,55,3.75,8
314,971,0.7,55,3.5,28
314,973,0.7,55,3,28
314,852,0.7,55,2.75,31
314,71,0.7,55,3.5,24
314,972,0.82,55,3.75,28
315,730,0.75,18,3.25,31
315,769,0.75,18,3.25,14
315,203,0.75,18,3.5,31
315,281,0.75,18,2,31
315,717,0.75,18,3,31
315,830,1,18,3,8
315,310,0.75,18,2,31
315,638,0.75,18,3.5,31
315,228,0.75,18,4,19
315,635,0.75,18,3,19
315,914,0.75,18,3.5,8
315,860,0.75,18,3.5,19
315,950,0.75,18,3.5,31
315,556,0.75,18,3.75,8
315,453,0.75,18,3.5,8
315,94,0.75,18,3.5,31
315,449,0.75,18,4,31
315,321,0.75,18,3,31
315,980,0.75,18,3,31
315,363,0.75,18,3.25,19
315,229,0.75,18,3.5,31
315,358,0.8,18,4,17
315,275,0.75,18,3,31
315,163,0.75,18,3,36
315,297,0.75,18,3.5,16
316,198,0.77,54,3.5,31
316,266,0.7,54,3.5,31
316,22,0.74,54,3.5,8
316,423,0.8,54,2.75,31
316,725,0.75,54,2.75,31
316,393,0.75,54,3,24
316,21,0.72,54,3.25,31
316,393,0.85,54,2.75,24
317,982,0.73,29,2.75,31
318,129,0.75,7,3.25,31
318,129,0.85,7,3.5,31
318,129,0.55,7,2.75,21
318,129,0.8,7,3.25,31
318,129,0.6,7,3,8
318,129,0.65,7,3.25,31
319,622,0.7,34,2.75,8
319,974,0.74,34,3,31
320,37,0.7,55,3,8
320,991,0.75,55,2.75,19
320,547,0.75,55,3.25,31
320,492,0.85,55,3.5,31
321,897,0.7,22,2.75,31
322,321,0.75,15,3,26
323,853,0.7,55,2.5,8
323,218,0.8,55,3.25,31
323,962,0.73,55,3.5,8
324,747,0.75,18,3.25,8
325,792,0.7,40,2.5,8
326,346,0.75,15,3.25,31
326,539,0.75,15,2.5,21
326,565,0.75,15,3,21
326,336,0.67,15,3.5,21
326,526,0.75,15,3.75,21
327,148,0.75,55,3.75,31
327,154,0.85,55,3.5,5
327,623,0.7,55,3.5,5
327,940,0.75,55,3.75,31
327,590,0.75,55,3,24
327,821,0.75,55,4,31
327,147,0.75,55,3.25,30
327,375,0.75,55,3.5,31
327,258,0.75,55,3.5,31
328,487,0.7,48,3.25,31
328,917,0.7,48,3.25,31
328,561,0.7,48,3.25,31
329,547,0.75,32,3.25,31
329,548,0.68,32,3.25,31
330,386,0.66,54,3.5,31
331,488,0.75,55,3.75,31
331,164,0.7,55,3.75,8
331,945,0.75,55,3.25,31
331,760,0.8,55,3.75,8
331,20,0.7,55,3.5,31
331,421,0.7,55,3.5,31
331,877,0.75,55,4,8
331,70,0.75,55,3.75,31
331,149,0.75,55,3.75,30
331,876,0.75,55,3,8
331,747,0.75,55,3.75,31
331,797,0.7,55,3.5,31
331,420,0.7,55,2.75,31
331,442,0.7,55,2.75,31
331,831,0.7,55,2.75,31
331,950,0.7,55,3,31
332,899,0.84,24,2.5,31
332,798,0.76,24,2.25,31
332,833,0.72,24,2.5,31
332,168,0.73,24,3.5,8
332,760,0.71,24,2.5,31
332,54,0.7,24,3.5,17
332,780,0.77,24,2.75,19
333,564,0.64,29,3.5,31
333,819,0.7,29,3,8
333,58,0.72,29,3.5,17
333,511,0.72,29,3.5,17
334,624,0.83,55,2.75,31
334,965,0.69,55,3.25,31
335,74,0.7,2,3.5,19
335,346,0.7,2,3.5,24
335,168,0.7,2,3.5,31
335,796,0.7,2,3.5,22
336,232,0.75,10,2.75,24
336,235,0.7,10,3,24
336,234,0.53,10,2,24
336,229,0.65,10,3,24
336,233,0.7,10,4,24
337,859,0.7,18,2.75,19
338,847,0.78,55,4,32
338,596,0.68,55,3.75,31
338,145,0.68,55,3.5,31
338,46,0.65,55,3.75,35
338,942,0.68,55,3.75,31
338,62,0.65,55,4,19
338,105,0.72,55,3.75,31
338,356,0.72,55,3,5
338,510,0.72,55,3,5
338,652,0.62,55,3,5
338,281,0.75,55,3.75,31
338,51,0.75,55,3,5
338,351,0.82,55,2,31
338,112,0.7,55,3.5,5
338,479,0.68,55,2,5
338,443,0.7,55,2,31
338,868,0.62,55,3,5
339,299,0.7,54,2.75,31
339,383,0.7,54,2.75,31
340,442,0.72,55,3.25,31
340,720,0.73,55,3.5,19
340,281,0.77,55,2.75,8
340,812,0.74,55,3.5,17
340,321,0.75,55,3,31
340,99,0.72,55,3.25,17
341,416,0.73,55,2,22
341,417,0.73,55,2.5,31
342,935,0.7,38,3.25,31
342,760,0.75,38,3.5,8
343,703,0.82,11,3.25,31
343,704,0.7,11,3.5,24
344,730,0.7,55,2.5,8
345,608,0.67,29,3,8
345,955,0.65,29,3.25,19
345,81,0.6,29,3.25,31
345,763,0.68,29,3,17
346,1000,0.73,8,3.5,31
346,471,0.73,8,3.5,31
346,347,0.73,8,3.75,31
346,885,1,8,3,31
346,152,1,8,3,8
346,500,0.73,8,3,31
346,501,0.73,8,3.25,31
346,746,0.73,8,3.25,31
346,885,0.67,8,3.75,31
346,885,0.73,8,3.75,31
346,149,0.73,8,3.75,31
347,363,0.7,55,2.75,19
347,655,0.72,55,3,31
348,691,0.7,3,3.5,31
348,396,0.7,3,3.75,8
348,770,0.7,3,4,8
348,616,0.7,3,3.75,8
348,930,0.7,3,3,31
348,65,0.67,3,3.75,31
348,197,0.7,3,3.25,31
348,19,0.65,3,3.25,31
348,19,0.7,3,3.5,31
348,470,0.67,3,3.75,31
348,848,0.7,3,3.75,31
348,146,0.72,3,4,31
348,125,0.72,3,2.75,31
348,722,0.65,3,3.5,31
348,589,0.67,3,3,24
348,210,0.7,3,3.75,31
349,363,0.67,55,1.5,19
349,547,0.68,55,3,31
349,321,0.68,55,3.25,31
350,324,0.7,55,3.5,8
350,547,0.72,55,3,31
351,591,0.68,54,2.75,24
351,184,0.85,54,2.75,24
352,882,0.7,36,3.25,31
352,883,0.75,36,3.25,31
353,135,0.7,55,3,27
353,821,0.7,55,3,31
353,38,0.7,55,3,8
353,125,0.7,55,3.25,31
353,851,0.7,55,3.25,31
353,995,0.7,55,3.5,5
354,693,0.62,8,3.5,24
354,829,0.7,8,3.5,31
354,72,0.7,8,3.5,25
354,6,0.75,8,3.75,31
354,222,0.7,8,3.75,31
354,933,0.7,8,4,31
354,156,0.7,8,3.25,31
354,272,0.7,8,3.5,8
354,760,0.75,8,4,14
354,498,0.7,8,3.5,31
354,582,0.7,8,3.75,24
354,484,0.7,8,3.25,31
354,149,0.8,8,3.5,24
354,349,0.7,8,3.75,20
354,519,0.7,8,3.25,5
354,809,0.77,8,3.75,31
354,450,0.7,8,3.25,8
354,53,0.7,8,2.75,8
354,856,0.7,8,3.75,31
354,191,0.7,8,3.25,31
354,724,0.7,8,3.75,8
354,267,0.88,8,4,31
354,577,0.7,8,4,8
354,345,0.67,8,4,5
354,701,0.7,8,3.25,19
354,70,0.7,8,4,31
354,665,0.7,8,3.25,31
354,670,0.7,8,3.75,31
354,315,0.7,8,4,5
354,287,0.7,8,4,5
354,144,0.7,8,3.5,31
354,168,0.7,8,3.75,31
354,320,0.7,8,3.5,5
354,720,0.85,8,3.5,31
354,384,0.7,8,2.75,31
354,33,0.7,8,3.5,29
354,739,0.64,8,4,5
354,929,0.7,8,4,5
354,341,0.7,8,3.75,19
354,203,0.7,8,3.5,8
354,114,0.7,8,3.75,37
354,418,0.7,8,3,19
354,10,0.7,8,3.5,19
354,237,0.7,8,3,31
354,720,0.7,8,3.5,31
354,547,0.7,8,3.75,8
354,675,0.7,8,3.75,8
355,655,0.7,55,3.25,31
355,415,0.7,55,3.5,19
356,299,0.7,8,3.25,31
356,547,0.7,8,3.5,31
356,982,0.75,8,3.5,31
356,321,0.75,8,3.25,31
356,720,0.77,8,3.25,31
356,914,0.8,8,3.5,31
357,12,0.7,55,3,8
357,12,0.8,55,3,31
357,12,0.75,55,3.25,31
358,299,0.7,55,3.75,8
358,321,0.7,55,3.5,31
358,730,0.7,55,2.75,31
358,308,0.7,3,3.5,31
358,328,0.7,3,3.75,8
358,555,0.7,3,3.75,8
358,562,0.72,3,2.75,31
359,27,0.7,53,3,8
360,299,0.7,55,3,8
360,299,0.84,55,2.25,31
361,123,0.7,55,3,24
361,418,0.7,55,3,24
361,142,0.7,55,3,24
361,807,0.7,55,3,33
361,823,0.7,55,3,31
362,75,0.68,53,2.75,31
362,431,0.72,53,3.25,31
363,329,0.84,55,3.5,31
363,332,0.7,55,3.5,17
364,820,0.65,55,2.5,31
364,820,0.7,55,2.5,8
364,820,0.75,55,2.75,8
365,821,0.67,55,2.75,31
365,631,0.78,55,3.25,31
366,730,0.61,13,2.5,17
366,730,0.71,13,3,17
367,982,0.7,56,2.75,31
367,982,0.6,56,3,8
368,893,0.7,52,2.75,17
369,645,0.7,24,3.25,31
369,90,0.88,24,3.25,31
369,45,0.7,24,3.25,31
369,1005,0.7,24,3.75,24
369,107,0.7,24,3.25,31
369,355,0.7,24,3.5,25
369,760,0.7,24,3.5,8
369,90,0.7,24,3.75,31
369,66,0.7,24,3.5,8
369,892,0.7,24,3.5,8
369,139,0.7,24,3.25,31
369,858,0.7,24,3.25,31
369,626,0.7,24,3.25,31
369,67,0.7,24,3.75,8
369,271,0.7,24,3,8
370,258,0.7,55,2.75,31
370,299,0.7,55,2.75,31
370,193,0.7,55,2.5,8
370,730,0.7,55,3,8
371,229,0.7,30,3,8
371,718,0.62,30,3.25,31
371,986,0.6,30,3.25,31
371,950,0.77,30,2.75,31
372,723,0.7,51,3.25,31
373,96,0.68,55,3,31
373,27,0.87,55,3.25,31
373,192,0.75,55,2.75,8
373,291,0.7,55,3,8
374,996,0.62,55,2,19
374,733,0.99,55,3.25,31
374,920,0.6,55,2.75,31
374,921,0.68,55,3,31
374,199,0.7,55,2.5,19
374,360,0.7,55,2.5,8
374,226,0.7,55,2.75,31
374,668,0.7,55,2.5,8
375,245,0.7,55,2.75,31
375,95,0.7,55,3,5
375,56,0.7,55,3,8
375,779,0.7,55,3.5,17
375,482,0.7,55,3.25,31
375,162,0.7,55,2,31
375,483,0.7,55,3.25,31
375,844,0.7,55,2.75,31
375,162,0.7,55,3,8
375,348,0.7,55,3.25,31
375,348,0.7,55,2.75,31
375,245,0.8,55,3,31
375,844,0.67,55,3.25,31
375,80,0.7,55,3.5,25
376,730,0.7,55,2.75,31
376,96,0.7,55,3.75,31
376,547,0.7,55,3.75,31
376,321,0.7,55,3.25,31
376,689,0.7,55,3.5,19
376,399,0.7,55,3.75,31
376,321,0.77,55,3.25,31
376,547,0.67,55,3.75,31
376,967,0.73,55,3.75,19
377,730,0.7,52,3,8
378,247,0.65,55,3.25,19
378,547,0.65,55,3.5,31
378,440,0.75,55,2.5,31
378,369,0.84,55,3,19
378,983,0.91,55,2,5
378,370,0.75,55,3,5
379,750,0.7,30,3.25,31
380,102,0.72,19,3.75,38
381,565,0.81,15,3.25,24
382,814,0.7,18,4,31
383,1002,0.77,55,3,8
383,982,0.72,55,2.75,31
383,299,0.74,55,3,31
384,237,0.72,55,3,31
385,44,0.72,32,3.5,17
386,689,0.75,55,2.75,8
386,186,0.75,55,3.5,31
386,547,0.75,55,3.5,31
386,299,0.68,55,3.25,31
386,710,0.75,55,2.5,31
386,299,0.73,55,2.75,8
387,730,0.6,55,3,8
388,299,0.63,18,3.75,8
389,601,0.74,55,2.75,31
389,666,0.7,55,3,8
390,557,0.72,55,3,31
390,916,0.72,55,3.25,31
391,903,0.65,29,3.25,31
392,754,0.63,18,4,17
392,47,0.7,18,3.5,8
392,522,0.64,18,3.5,31
392,706,0.69,18,4,17
392,165,0.56,18,3.25,31
392,767,0.64,18,4,8
392,908,0.64,18,3.75,31
392,25,0.66,18,3.75,31
392,669,0.68,18,3.5,19
392,55,0.72,18,3,5
392,205,0.65,18,3.75,31
392,569,0.64,18,4,17
392,514,0.85,18,1.5,21
392,4,0.85,18,2.5,19
392,513,0.71,18,2.75,19
392,765,0.64,18,3.25,14
392,181,0.66,18,3,31
392,390,0.7,18,4,17
392,376,0.64,18,2.5,31
392,764,0.64,18,3,14
392,836,0.64,18,3.5,31
393,567,0.72,55,2.5,19
393,648,0.65,55,2.75,19
394,547,0.72,32,2.75,31
394,547,0.76,32,2.75,31
394,547,0.8,32,2.75,31
394,547,0.7,32,3,31
394,548,0.68,32,3,31
394,547,0.64,32,3.25,31
395,710,0.7,55,3.25,31
395,711,0.7,55,3.25,31
396,299,0.9,55,3.25,31
396,950,0.75,55,3.5,31
396,627,0.75,55,3.5,31
396,288,0.9,55,3.75,8
396,227,0.7,55,3.25,31
397,108,0.7,18,3.5,31
398,851,0.75,55,3,8
399,537,1,55,2,21
399,537,0.9,55,2,21
399,537,0.75,55,3,21
399,538,0.65,55,3,21
400,823,0.77,55,2.75,31
400,630,0.77,55,3,17
400,281,0.77,55,3,8
400,730,0.77,55,3.25,17
400,143,0.77,55,2.75,31
401,730,0.7,55,2.5,8
401,675,0.7,55,2.5,8
401,299,0.7,55,3,8
402,237,0.7,36,3.5,31
402,749,0.7,36,3.5,31
403,363,0.72,36,2.5,19
404,38,0.75,27,2.5,8
404,38,0.89,27,2.75,8
404,958,0.75,27,3.25,8
404,40,0.75,27,2.75,8
405,525,0.7,54,4,14
405,525,0.88,54,3,31
405,452,1,54,2.25,31
405,821,0.71,54,3,31
405,403,0.72,54,3.5,17
405,450,0.69,54,3.75,8
405,851,0.7,54,3,8
405,797,0.72,54,3.25,31
406,398,0.74,55,3,8
406,999,0.76,55,3.5,31
406,368,0.75,55,3.75,31
407,590,0.7,55,3,24
407,149,0.7,55,3.25,31
407,375,0.7,55,3.5,31
407,321,0.7,55,2.5,24
407,258,0.7,55,3,8
407,821,0.7,55,3.25,31
407,675,0.7,55,4,24
407,492,0.7,55,3.5,31
408,418,0.66,14,3,19
409,837,0.7,55,2.75,31
409,422,0.7,55,2.5,8
410,721,0.7,55,3,8
410,306,0.7,55,3.25,31
410,551,0.7,55,3.25,31
410,735,0.7,55,3.25,31
410,101,0.7,55,3.5,31
410,424,0.6,55,3,31
411,625,0.7,4,3.5,17
411,969,0.7,4,2.75,30
411,848,0.85,4,2.75,31
411,460,0.85,4,3,17
411,460,0.7,4,3.5,17
411,850,0.78,4,3.5,31
412,388,0.78,3,3.75,8
412,372,0.65,3,3.25,31
412,27,0.68,3,3.5,8
412,937,0.66,3,3.5,31
412,946,0.72,3,3.75,31
413,792,0.8,4,2.75,31
413,120,0.72,4,3.5,31
413,39,0.65,4,3.5,31
413,862,0.7,4,3,9
413,863,0.7,4,3.5,9
413,520,0.62,4,3.75,8
413,336,0.75,4,3,24
413,428,0.75,4,3,17
413,335,0.9,4,3.25,31
413,858,0.7,4,3.75,8
413,475,0.68,4,3.25,19
413,433,0.58,4,3.5,31
413,730,0.7,4,3.75,8
413,246,0.65,4,3,19
413,467,0.65,4,3.5,19
413,467,0.62,4,3.25,19
413,133,0.65,4,3,31
